ApplNo,ApplType,ApplPublicNotes,SponsorName
208939,ANDA,,HETERO LABS LTD III
208942,ANDA,,RISING
208943,NDA,,ENDO OPERATIONS
208944,NDA,,SUPERNUS PHARMS
208945,NDA,,FERRER INTERNACIONAL
208947,ANDA,,NOVAST LABS
208948,ANDA,,ZYDUS PHARMS
208949,ANDA,,ZYDUS
208953,ANDA,,ZYDUS PHARMS
208954,ANDA,,ZYDUS PHARMS
208955,ANDA,,SCIEGEN PHARMS INC
208956,NDA,,AZURITY
208960,ANDA,,ZYDUS PHARMS
208961,ANDA,,ZYDUS PHARMS
208963,ANDA,,ZYDUS PHARMS
208964,ANDA,,LUPIN
208966,ANDA,,ALEMBIC
208967,ANDA,,ADAPTIS
208968,ANDA,,NOVAST LABS
208969,NDA,,AMPHASTAR PHARMS INC
208970,ANDA,,ZYDUS LIFESCIENCES
208971,ANDA,,ZYDUS PHARMS USA INC
208972,ANDA,,EPIC PHARMA LLC
208973,ANDA,,AMNEAL
208974,ANDA,,AMNEAL
208975,ANDA,,AMNEAL
208979,ANDA,,ZYDUS PHARMS
208980,ANDA,,ZYDUS PHARMS
208983,ANDA,,ZYDUS PHARMS
208984,NDA,,VIIV HLTHCARE
208987,ANDA,,SUNSHINE
208988,ANDA,,ZYDUS LIFESCIENCES
208989,ANDA,,ZYDUS LIFESCIENCES
208990,ANDA,,ZYDUS PHARMS
208991,ANDA,,BRECKENRIDGE
208992,ANDA,,SOMERSET THERAPS LLC
208993,ANDA,,HETERO LABS LTD V
208994,ANDA,,SUN PHARM INDS INC
208997,ANDA,,NOVAST LABS
208999,ANDA,,SUNSHINE
209000,ANDA,,ALEMBIC
209004,ANDA,,GLENMARK SPECLT
209008,ANDA,,AUROBINDO PHARMA
209010,ANDA,,SCIEGEN PHARMS INC
209011,ANDA,,RISING
209012,ANDA,,RISING
209013,ANDA,,APPCO
209014,ANDA,,AUROBINDO PHARMA LTD
209015,ANDA,,APOTEX
209017,ANDA,,AUROBINDO PHARMA LTD
209018,ANDA,,PADAGIS ISRAEL
209019,ANDA,,PADAGIS ISRAEL
209021,ANDA,,ASCENT PHARMS INC
209022,NDA,,OPTINOSE US INC
209024,ANDA,,FRESENIUS KABI USA
209025,ANDA,,RISING
209026,ANDA,,PRINSTON INC
209028,ANDA,,PRINSTON INC
209029,ANDA,,PRINSTON INC
209030,ANDA,,PADAGIS US
209031,ANDA,,GLENMARK SPECLT
209033,NDA,,NEXAIR LLC
209035,ANDA,,STRIDES PHARMA
209036,ANDA,,ABHAI LLC
209037,ANDA,,ABHAI LLC
209038,ANDA,,ALKEM LABS LTD
209040,ANDA,,SANDOZ
209041,ANDA,,SCIECURE PHARMA INC
209042,ANDA,,ALKEM LABS LTD
209043,ANDA,,SUNSHINE
209044,ANDA,,SUNSHINE
209045,ANDA,,SUNSHINE
209047,ANDA,,STRIDES PHARMA
209048,ANDA,,DR REDDYS
209050,ANDA,,YABAO PHARM
209051,ANDA,,MICRO LABS
209056,ANDA,,WOCKHARDT BIO AG
209057,ANDA,,CROSSMEDIKA SA
209058,ANDA,,GLAND
209060,ANDA,,SUNNY
209061,ANDA,,MYLAN
209063,ANDA,,BRECKENRIDGE
209065,ANDA,,HENGRUI PHARMA
209068,ANDA,,SUNNY
209069,ANDA,,WES PHARMA INC
209074,ANDA,,TARO
209076,ANDA,,ULTRATAB LABS INC
209077,ANDA,,SAGENT PHARMS INC
209080,NDA,,ITALFARMACO SA
209081,ANDA,,AUROBINDO PHARMA
209082,ANDA,,LYNE
209085,ANDA,,APOTEX
209086,ANDA,,ACTAVIS LABS
209087,ANDA,,B BRAUN MEDICAL
209088,ANDA,,AM REGENT
209089,NDA,,CHATTEM SANOFI
209090,NDA,,CHATTEM SANOFI
209091,NDA,,ASTRAZENECA AB
209092,NDA,,NOVARTIS
209093,ANDA,,AMNEAL PHARMS
209095,ANDA,,GLENMARK SPECLT
209096,ANDA,,LUPIN LTD
209097,ANDA,,CHARTWELL RX
209101,ANDA,,SOMERSET THERAPS LLC
209102,ANDA,,RUBICON
209105,ANDA,,LUPIN LTD
209106,ANDA,,LUPIN LTD
209107,ANDA,,AUROBINDO PHARMA LTD
209108,ANDA,,ELYSIUM
209109,ANDA,,MACLEODS PHARMS LTD
209110,ANDA,,SAGENT PHARMS INC
209111,ANDA,,NESHER PHARMS
209112,NDA,,MCGUFF
209113,ANDA,,ZYDUS PHARMS
209114,ANDA,,COSETTE
209115,NDA,,PHARMAAND
209116,ANDA,,AUROBINDO PHARMA
209118,ANDA,,CHARTWELL RX
209119,ANDA,,ALEMBIC
209125,ANDA,,EUGIA PHARMA
209128,NDA,,VERTICAL PHARMS
209132,ANDA,,SOMERSET
209133,ANDA,,EUGIA PHARMA
209135,ANDA,,DR REDDYS
209144,ANDA,,EUGIA PHARMA
209145,ANDA,,SUN PHARM
209146,ANDA,,LUPIN LTD
209147,ANDA,,LUPIN LTD
209148,ANDA,,TARO
209150,ANDA,,HENGRUI PHARMA
209151,ANDA,,TORRENT
209156,ANDA,,JUBILANT GENERICS
209158,ANDA,,PADAGIS ISRAEL
209160,ANDA,,STRIDES PHARMA
209161,ANDA,,STRIDES PHARMA
209162,ANDA,,IPCA LABS LTD
209165,ANDA,,ALEMBIC
209166,ANDA,,INTL ISOTOPES
209167,ANDA,,ACCORD HLTHCARE
209170,ANDA,,NAARI PTE LTD
209171,ANDA,,HERITAGE PHARMA
209172,ANDA,,STRIDES PHARMA
209173,ANDA,,STRIDES PHARMA
209176,NDA,,MITSUBISHI TANABE
209177,ANDA,,STRIDES PHARMA
209178,ANDA,,AUROBINDO PHARMA LTD
209179,ANDA,,AUROBINDO PHARMA LTD
209180,ANDA,,RISING
209181,ANDA,,APOTEX
209182,ANDA,,AM REGENT
209184,NDA,,MERZ
209190,ANDA,,IBSA
209191,NDA,,HOSPIRA
209192,ANDA,,FRESENIUS KABI USA
209193,ANDA,,DEXCEL
209195,NDA,,GILEAD SCIENCES INC
209196,BLA,,SANOFI-AVENTIS US
209197,ANDA,,BPI LABS
209201,ANDA,,AUROBINDO PHARMA LTD
209202,ANDA,,P AND L
209203,NDA,,IRONWOOD PHARMS INC
209204,ANDA,,TARO
209206,ANDA,,P AND L
209207,ANDA,,TARO
209208,ANDA,,UPSHER SMITH LABS
209209,ANDA,,CHARTWELL RX
209210,NDA,,ASTRAZENECA AB
209211,ANDA,,CEDIPROF INC
209215,ANDA,,GUARDIAN DRUG
209217,ANDA,,QILU ANTIBIOTICS
209218,ANDA,,QILU ANTIBIOTICS
209219,ANDA,,NOVAST LABS
209221,ANDA,,CHARTWELL MOLECULAR
209222,ANDA,,ALKEM LABS LTD
209223,ANDA,,TEVA PHARMS USA
209224,ANDA,,AUROBINDO PHARMA LTD
209225,ANDA,,AUROBINDO PHARMA
209226,ANDA,,STRIDES PHARMA
209227,ANDA,,GLENMARK SPECLT
209229,NDA,,BIOCORRX PHARMS
209233,ANDA,,ENCUBE
209234,ANDA,,ALKEM LABS LTD
209235,ANDA,,AUROBINDO PHARMA
209236,ANDA,,AUROBINDO PHARMA LTD
209239,ANDA,,GLENMARK SPECLT
209241,NDA,,NEUROCRINE
209243,ANDA,,APOTEX
209246,ANDA,,DR REDDYS
209250,ANDA,,UNICHEM
209251,ANDA,,RISING
209252,ANDA,,GLENMARK SPECLT
209253,ANDA,,ACTAVIS LABS FL INC
209254,ANDA,,OHM LABS INC
209255,ANDA,,VITRUVIAS THERAP
209256,ANDA,,HIKMA
209259,NDA,,SUN PHARM INDS LTD
209260,NDA,,FRESENIUS KABI USA
209261,ANDA,,UNICHEM
209264,ANDA,,AILEX PHARMS LLC
209266,ANDA,,HETERO LABS LTD V
209267,ANDA,,HETERO LABS LTD V
209269,NDA,,EPI HLTH
209271,ANDA,,NOVAST LABS
209272,ANDA,,LUPIN
209274,ANDA,,GRANULES
209276,ANDA,,AUROLIFE PHARMA LLC
209278,ANDA,,PENN LIFE
209279,NDA,,ACTELION
209281,ANDA,,ACCORD HLTHCARE
209282,ANDA,,FDC LTD
209283,ANDA,,MACLEODS PHARMS LTD
209284,ANDA,,DR REDDYS
209285,ANDA,,CHARTWELL RX
209286,ANDA,,LUPIN LTD
209287,ANDA,,CHARTWELL RX
209288,ANDA,,ALKEM LABS LTD
209290,ANDA,,ALEMBIC
209293,ANDA,,SCIECURE PHARMA INC
209294,ANDA,,LUPIN LTD
209296,NDA,,HERON THERAPS INC
209297,ANDA,,GLENMARK SPECLT
209299,NDA,,RIGEL PHARMS
209301,ANDA,,HETERO LABS LTD III
209302,ANDA,,UMEDICA
209303,ANDA,,ALIGNSCIENCE PHARMA
209305,NDA,,ACLARIS
209306,ANDA,,LUPIN LTD
209307,ANDA,,GLAND
209308,ANDA,,ESJAY PHARMA
209309,ANDA,,CHARTWELL RX
209310,NDA,,INTERSECT ENT INC
209311,NDA,,IRONSHORE PHARMS
209312,ANDA,,GRANULES
209313,ANDA,,GRANULES
209314,ANDA,,YICHANG HUMANWELL
209315,ANDA,,INGENUS PHARMS LLC
209321,NDA,,JACOBUS PHARM CO INC
209323,ANDA,,ACTAVIS LLC
209324,ANDA,,SUN PHARM
209325,ANDA,,CHARTWELL RX
209328,ANDA,,FRESENIUS KABI USA
209330,ANDA,,BRECKENRIDGE
209331,ANDA,,FRESENIUS KABI USA
209333,ANDA,,QILU
209334,ANDA,,HENGRUI PHARMA
209335,ANDA,,ABHAI LLC
209336,ANDA,,TARO
209337,ANDA,,EUROHLTH INTL SARL
209338,ANDA,,FRESENIUS KABI USA
209339,ANDA,,AUROBINDO PHARMA
209341,ANDA,,UNIV SOUTHERN CA
209345,ANDA,,ACTAVIS LABS UT INC
209346,ANDA,,GLAND
209347,NDA,,EXELA PHARMA
209348,ANDA,,DR REDDYS
209351,ANDA,,DEVA HOLDING AS
209352,ANDA,,MICRO LABS
209353,NDA,,DOW PHARM
209354,NDA,,BAUSCH
209355,NDA,,BAUSCH
209356,ANDA,,AMNEAL
209357,ANDA,,MSN
209358,ANDA,,ENDO OPERATIONS
209359,NDA,,HOSPIRA
209360,NDA,,LA JOLLA PHARMA
209361,ANDA,,MACLEODS PHARMS LTD
209363,NDA,,EVOFEM INC
209365,ANDA,,MSN
209366,ANDA,,SQUARE PHARMS
209369,ANDA,,RHODES PHARMS
209371,ANDA,,AUROBINDO PHARMA
209372,ANDA,,AMNEAL PHARMS CO
209373,ANDA,,AMNEAL PHARMS CO
209374,ANDA,,BIONPHARMA
209376,NDA,,AM REGENT
209377,NDA,,AM REGENT
209379,NDA,,AM REGENT
209381,NDA,,SALIX
209382,ANDA,,ENDO OPERATIONS
209385,ANDA,,ELITE LABS INC
209387,NDA,,EXELA PHARMA
209388,NDA,,EVOKE PHARMA INC
209389,ANDA,,IPCA LABS LTD
209390,ANDA,,TWI PHARMS
209393,ANDA,,BIONPHARMA
209394,NDA,,ABBVIE
209396,ANDA,,DR REDDYS LABS SA
209397,ANDA,,BEIJING
209399,ANDA,,JIANGSU HANSOH PHARM
209400,NDA,,DEXCEL
209401,NDA,,CELATOR PHARMS
209402,ANDA,,CHANGZHOU PHARM
209403,ANDA,,HETERO LABS LTD V
209404,ANDA,,MACLEODS PHARMS LTD
209405,NDA,,EXELTIS USA INC
209406,ANDA,,WATSON LABS INC
209407,ANDA,,AUROBINDO PHARMA LTD
209408,ANDA,,SAMSON MEDCL
209410,NDA,,SUPERNUS PHARMS
209411,ANDA,,BEACH PRODS
209413,ANDA,,AUROBINDO PHARMA LTD
209414,ANDA,,AUROBINDO PHARMA LTD
209415,ANDA,,CHARTWELL RX
209419,ANDA,,ENDO OPERATIONS
209420,ANDA,,ALEMBIC
209421,ANDA,,STRIDES PHARMA
209422,ANDA,,DR REDDYS
209423,ANDA,,JUBILANT CADISTA
209424,ANDA,,TORRENT
209425,ANDA,,APOTEX
209426,ANDA,,TORRENT
209429,ANDA,,SOMERSET THERAPS LLC
209430,ANDA,,TARO
209433,ANDA,,GLENMARK SPECLT
209434,ANDA,,APOTEX
209437,ANDA,,APOTEX
209438,ANDA,,HETERO LABS LTD III
209439,ANDA,,CIPLA
209440,ANDA,,TARO
209442,ANDA,,HIKMA
209445,NDA,,SHIONOGI INC
209446,ANDA,,SAWAI USA
209448,ANDA,,FRESENIUS KABI USA
209449,NDA,,CYCLE
209450,ANDA,,AMNEAL
209452,ANDA,,DR REDDYS
209453,ANDA,,AILEX PHARMS LLC
209457,ANDA,,HIKMA
209460,ANDA,,TORRENT
209461,ANDA,,TORRENT
209463,NDA,,HIKMA
209464,ANDA,,ZYDUS PHARMS USA INC
209465,ANDA,,ZYDUS PHARMS
209467,ANDA,,ZYDUS PHARMS
209468,ANDA,,LANNETT CO INC
209469,ANDA,,ALEMBIC
209470,ANDA,,MYLAN
209471,NDA,,AFT PHARMS US
209472,NDA,,EAGLE PHARMS
209474,ANDA,,PRINSTON INC
209476,ANDA,,FRESENIUS KABI USA
209478,NDA,,CMP DEV LLC
209480,ANDA,,ZYDUS PHARMS
209481,NDA,,MYLAN LABS LTD
209482,NDA,,GLAXOSMITHKLINE
209483,NDA,,PRIMUS PHARMS
209484,ANDA,,HIKMA
209485,ANDA,,LUPIN LTD
209487,ANDA,,LUPIN LTD
209488,ANDA,,ZYDUS PHARMS
209489,ANDA,,CIPLA
209493,ANDA,,AMNEAL
209494,ANDA,,GLENMARK SPECLT
209495,ANDA,,GLENMARK SPECLT
209497,ANDA,,ALIGNSCIENCE PHARMA
209498,ANDA,,QILU
209499,ANDA,,DR REDDYS
209500,NDA,,INTRA-CELLULAR
209501,NDA,,UPJOHN
209504,ANDA,,ANI PHARMS
209506,ANDA,,TARO
209507,ANDA,,UNIV TX SW MEDCTR
209509,ANDA,,ENDO OPERATIONS
209510,NDA,,ACACIA
209511,NDA,,INNOCOLL PHARMS
209512,NDA,,ABBVIE
209517,ANDA,,CHARTWELL RX
209519,ANDA,,P AND L
209520,ANDA,,P AND L
209521,NDA,,ALMIRALL
209522,ANDA,,TEVA PHARMS USA
209524,ANDA,,HANGZHOU ZHONGMEI
209525,ANDA,,TEVA PHARMS USA
209526,ANDA,,MSN PHARMACEUTICALS INC
209527,ANDA,,RENATA
209528,ANDA,,QILU PHARM CO LTD
209529,NDA,,ASTELLAS
209530,ANDA,,JUBILANT GENERICS
209531,NDA,,BIOGEN IDEC
209532,ANDA,,APOTEX
209533,ANDA,,CIPLA
209535,ANDA,,MACLEODS PHARMS LTD
209538,ANDA,,TARO PHARM INDS LTD
209539,ANDA,,CIPLA
209540,ANDA,,CIPLA
209543,ANDA,,ALEMBIC
209547,ANDA,,NOVAST LABS
209548,ANDA,,NOVAST LABS
209549,ANDA,,WATSON LABS TEVA
209550,ANDA,,CHARTWELL RX
209552,NDA,,EUGIA PHARMA SPECLTS
209553,ANDA,,YILING
209554,ANDA,,NORVIUM BIOSCIENCE
209555,ANDA,,NATCO
209556,ANDA,,THE J MOLNER
209560,ANDA,,AVIV PHARMA
209564,ANDA,,MYLAN
209565,ANDA,,HETERO LABS UNIT III
209566,NDA,,MMT
209567,ANDA,,TEVA PHARMS USA INC
209569,NDA,,DUTCH OPHTHALMIC
209570,NDA,,CHEMO RESEARCH SL
209571,ANDA,,XIROMED
209572,ANDA,,ALEMBIC
209573,ANDA,,ZYDUS PHARMS USA INC
209575,NDA,,OMNIVIUM PHARMS
209577,ANDA,,SUN PHARM INDUSTRIES
209578,ANDA,,GLAND
209580,ANDA,,AMNEAL
209582,ANDA,,ZYDUS PHARMS
209583,ANDA,,BRECKENRIDGE
209584,ANDA,,NORVIUM BIOSCIENCE
209587,ANDA,,LGM PHARMA
209589,NDA,,FERRING PHARMS INC
209590,ANDA,,HETERO LABS LTD V
209591,ANDA,,HETERO LABS LTD V
209592,ANDA,,NORVIUM BIOSCIENCE
209594,ANDA,,NORVIUM BIOSCIENCE
209595,ANDA,,COSETTE
209596,ANDA,,CHARTWELL RX
209597,ANDA,,TAGI
209598,ANDA,,HETERO LABS LTD V
209599,ANDA,,PHARMOBEDIENT CNSLTG
209600,ANDA,,ACCORD HLTHCARE INC
209601,ANDA,,APOTEX
209602,ANDA,,MYLAN LABS LTD
209603,ANDA,,APPCO
209604,NDA,,ACCORD HLTHCARE
209605,ANDA,,JUBILANT GENERICS
209606,NDA,,BRISTOL MYERS SQUIBB
209607,NDA,,PROGENICS PHARMS INC
209609,ANDA,,XIROMED
209610,ANDA,,PADAGIS ISRAEL
209611,ANDA,,AUROBINDO PHARMA
209613,ANDA,,AMNEAL PHARMS CO
209614,ANDA,,ACTAVIS LABS FL INC
209615,ANDA,,ACTAVIS LABS FL INC
209618,NDA,,AUROBINDO PHARMA LTD
209619,ANDA,,GLAND
209620,ANDA,,ALEMBIC
209621,ANDA,,GLAND
209622,ANDA,,MSN
209623,ANDA,,MSN
209624,ANDA,,MSN LABORATORIES PRIVATE LTD
209627,NDA,,MAYNE PHARMA
209628,NDA,,CIPLA USA
209632,ANDA,,AUROBINDO PHARMA LTD
209633,ANDA,,BRECKENRIDGE PHARMS
209634,ANDA,,MEITHEAL
209635,ANDA,,SCIEGEN PHARMS INC
209637,NDA,,NOVO
209638,ANDA,,AUROBINDO PHARMA
209639,ANDA,,BIOCON PHARMA
209640,ANDA,,AMNEAL
209641,ANDA,,ACTAVIS LABS UT INC
209642,ANDA,,MILLA PHARMS
209645,ANDA,,APOTEX
209646,ANDA,,FRESENIUS KABI USA
209647,ANDA,,AMNEAL PHARMS NY
209651,ANDA,,HETERO LABS LIMITED
209652,ANDA,,BIONPHARMA
209654,ANDA,,AJANTA PHARMA LTD
209655,ANDA,,ZYDUS PHARMS
209657,ANDA,,CIPLA
209658,ANDA,,CIPLA LTD
209659,ANDA,,FRESENIUS KABI USA
209660,ANDA,,CHARTWELL RX
209661,NDA,,DUCHESNAY
209662,ANDA,,UPSHER SMITH LABS
209663,ANDA,,GLENMARK SPECLT
209664,ANDA,,DR REDDYS
209665,ANDA,,EUGIA PHARMA
209666,ANDA,,EUGIA PHARMA
209667,ANDA,,ZYDUS PHARMS
209668,ANDA,,ZYDUS PHARMS
209670,NDA,,MYLAN PHARMS INC
209672,ANDA,,CIPLA
209674,ANDA,,NOVAST LABS
209675,ANDA,,NOVAST LABS
209677,ANDA,,SOLA PHARMS
209680,ANDA,,YUNG SHIN PHARM
209684,ANDA,,ACCORD HLTHCARE
209685,ANDA,,GLENMARK SPECLT
209686,ANDA,,AJANTA PHARMA LTD
209687,ANDA,,UPSHER SMITH LABS
209688,ANDA,,TWI PHARMS
209689,ANDA,,FRESENIUS KABI USA
209690,ANDA,,ACCORD HLTHCARE
209692,ANDA,,AMNEAL PHARMS
209694,ANDA,,AUROBINDO PHARMA
209695,ANDA,,INVENTIA HLTHCARE
209696,ANDA,,INVENTIA HLTHCARE
209697,ANDA,,TORRENT
209698,ANDA,,SOMERSET THERAPS LLC
209699,ANDA,,ENCUBE ETHICALS
209700,ANDA,,TEVA PHARMS USA
209701,ANDA,,XIROMED
209702,ANDA,,MYLAN
209705,ANDA,,B BRAUN MEDICAL
209706,ANDA,,GLAND
209708,ANDA,,WOODWARD
209710,ANDA,,SANDOZ
209713,ANDA,,LUPIN
209714,ANDA,,HBT LABS INC
209715,ANDA,,HIKMA
209716,ANDA,,AMNEAL PHARMS NY
209717,ANDA,,AMNEAL
209718,ANDA,,AMNEAL PHARMS CO
209719,ANDA,,AMNEAL PHARMS CO
209720,ANDA,,AMNEAL PHARMS CO
209721,ANDA,,AMNEAL PHARMS CO
209724,ANDA,,AMNEAL PHARMS CO
209726,ANDA,,AMNEAL PHARMS CO
209728,ANDA,,ACTAVIS LABS FL
209729,ANDA,,GLENMARK SPECLT
209731,ANDA,,CHARTWELL RX
209732,ANDA,,DR REDDYS LABS EU
209734,ANDA,,STRIDES PHARMA
209735,ANDA,,SUN PHARM
209738,ANDA,,MICRO LABS
209739,ANDA,,HIKMA
209741,ANDA,,APOTEX
209742,ANDA,,AMNEAL PHARMS CO
209743,ANDA,,AMNEAL PHARMS CO
209744,ANDA,,AMNEAL PHARMS CO
209745,ANDA,,AMNEAL PHARMS CO
209748,ANDA,,PRINSTON INC
209750,ANDA,,APOTEX
209752,ANDA,,GLAND
209753,ANDA,,BIONPHARMA
209754,ANDA,,BIONPHARMA
209755,ANDA,,AMNEAL PHARMS CO
209757,ANDA,,XIAMEN LP PHARM CO
209758,ANDA,,TEVA PHARMS USA INC
209764,NDA,,MERCK SHARP DOHME
209766,ANDA,,ENDO OPERATIONS
209767,ANDA,,ENCUBE
209775,ANDA,,MSN
209776,NDA,,REMPEX
209777,NDA,,PROTEGA PHARMS
209779,ANDA,,RUBICON
209780,ANDA,,NEXUS
209781,ANDA,,HAINAN POLY PHARM
209782,ANDA,,SUN PHARM
209783,ANDA,,TORRENT PHARMS LLC
209784,ANDA,,SANDOZ
209785,ANDA,,ALEMBIC
209786,ANDA,,NOVEL LABS INC
209787,ANDA,,LOTUS PHARM CO LTD
209790,ANDA,,SUN PHARM INDS LTD
209791,ANDA,,TEVA PHARMS USA INC
209792,ANDA,,SYNTHON PHARMS
209794,ANDA,,CADILA PHARMS LTD
209795,ANDA,,HETERO LABS LTD III
209796,ANDA,,HETERO LABS LTD III
209797,ANDA,,GLAND PHARMA LTD
209798,ANDA,,RISING
209799,ANDA,,NUVO PHARM
209801,ANDA,,TEVA PHARMS USA INC
209803,NDA,,MSD SUB MERCK
209805,NDA,,MSD SUB MERCK
209806,NDA,,MSD SUB MERCK
209808,ANDA,,PIRAMAL
209810,ANDA,,IMPAX
209811,ANDA,,DEVA HOLDING AS
209813,ANDA,,TEVA PHARMS USA INC
209814,ANDA,,CELERITY PHARMS
209815,ANDA,,NOVITIUM PHARMA
209816,NDA,,PARATEK PHARMS INC
209817,NDA,,PARATEK PHARMS INC
209818,ANDA,,BRECKENRIDGE
209819,NDA,,INDIVIOR
209821,ANDA,,EDENBRIDGE PHARMS
209822,ANDA,,TEVA PHARMS USA
209823,ANDA,,NOVITIUM PHARMA
209824,ANDA,,TEVA PHARMS USA
209825,ANDA,,GLAND
209826,ANDA,,GLAND
209827,ANDA,,MACLEODS PHARMS LTD
209828,ANDA,,MACLEODS PHARMS LTD
209829,ANDA,,ZYDUS PHARMS
209830,NDA,,ALKERMES INC
209831,ANDA,,TEVA PHARMS USA
209832,ANDA,,AMPHASTAR PHARMS INC
209834,ANDA,,CHARTWELL RX
209836,ANDA,,TWI PHARMS
209837,ANDA,,PERRIGO R AND D
209838,ANDA,,AUROBINDO PHARMA
209839,ANDA,,CIPLA
209844,NDA,,CHARTWELL PHARMA
209845,ANDA,,BRECKENRIDGE
209846,ANDA,,CHARTWELL RX
209847,NDA,,MYLAN PHARMS INC
209851,ANDA,,APOTEX
209852,ANDA,,TEVA PHARMS USA
209853,ANDA,,APOTEX
209855,ANDA,,IPCA LABS LTD
209859,ANDA,,AJANTA PHARMA LTD
209860,ANDA,,APOTEX
209861,ANDA,,ANI PHARMS
209862,NDA,,KALEO INC
209863,NDA,,ANTARES PHARMA INC
209864,ANDA,,SLATE RUN PHARMA
209866,ANDA,,ZYDUS PHARMS
209869,ANDA,,BIOCON PHARMA
209871,ANDA,,HIKMA
209872,ANDA,,KANCHAN HLTHCARE
209873,ANDA,,PENN LIFE
209875,NDA,,LUPIN LTD
209876,ANDA,,DR REDDYS
209877,ANDA,,ACCORD HLTHCARE
209878,ANDA,,MSN
209882,ANDA,,LAURUS
209883,ANDA,,STRIDES PHARMA
209884,NDA,,NOVARTIS
209885,NDA,,TEVA BRANDED PHARM
209886,ANDA,,UPSHER SMITH LABS
209888,ANDA,,ADAPTIS
209890,ANDA,,AMNEAL
209896,ANDA,,HIKMA
209897,ANDA,,WES PHARMA INC
209898,ANDA,,INDOCO
209899,NDA,,BRISTOL
209900,ANDA,,BAXTER HLTHCARE CORP
209903,ANDA,,CIPLA
209905,NDA,,AZURITY
209907,ANDA,,HETERO LABS LTD III
209908,ANDA,,HETERO LABS LTD III
209909,ANDA,,HUMANWELL PURACAP
209910,ANDA,,ZYDUS PHARMS
209911,ANDA,,MYLAN LABS LTD
209912,ANDA,,GRAVITI PHARMS
209913,ANDA,,ENCUBE ETHICALS
209914,ANDA,,ENCUBE ETHICALS
209916,ANDA,,UPSHER SMITH LABS
209919,ANDA,,ALEMBIC
209920,ANDA,,TEVA PHARMS USA INC
209921,ANDA,,ANI PHARMS
209922,ANDA,,PRINSTON INC
209923,ANDA,,PRINSTON PHARMA INC
209924,ANDA,,ELITE LABS INC
209927,NDA,,GENERAL SERVICES & SUPPLY CO
209929,ANDA,,MICRO LABS
209931,ANDA,,TEVA PHARMS USA
209932,ANDA,,NORVIUM BIOSCIENCE
209933,ANDA,,AMPHASTAR PHARMS INC
209934,ANDA,,EPIC PHARMA LLC
209935,NDA,,NOVARTIS
209936,NDA,,BAYER HEALTHCARE
209937,ANDA,,HIKMA
209938,ANDA,,TEVA PHARMS USA INC
209939,NDA,,MERCK SHARP DOHME
209940,NDA,,MERCK SHARP DOHME
209941,ANDA,,PAI HOLDINGS
209942,ANDA,,TEVA PHARMS USA
209944,ANDA,,SUNSHINE LAKE
209945,ANDA,,ECI PHARMS LLC
209946,ANDA,,ZHEJIANG JINGXIN
209947,ANDA,,BEIJING TIDE PHARMA CO LTD
209949,NDA,,HIKMA
209950,ANDA,,AMNEAL
209951,ANDA,,AMNEAL
209953,ANDA,,ALKEM LABS LTD
209954,ANDA,,LUPIN
209955,ANDA,,APOTEX
209956,ANDA,,TEVA PHARMS USA
209958,ANDA,,ALVOGEN
209959,ANDA,,CIPLA
209963,NDA,,NODEN PHARMA
209964,NDA,,AMGEN INC
209965,ANDA,,MSN
209966,ANDA,,CADILA
209967,ANDA,,SAGENT PHARMS INC
209968,ANDA,,AVET LIFESCIENCES
209969,ANDA,,AVET LIFESCIENCES
209970,ANDA,,TEVA PHARMS USA
209971,ANDA,,TORRENT
209973,ANDA,,THE J MOLNER
209974,ANDA,,PAI HOLDINGS PHARM
209975,ANDA,,ENCUBE
209978,ANDA,,ENCUBE
209981,ANDA,,SANDOZ INC
209983,ANDA,,FRESENIUS KABI USA
209986,ANDA,,MYLAN LABS LTD
209987,ANDA,,RISING
209988,NDA,,SCPHARMACEUTICALS
209989,NDA,,MATHESON TRI-GAS INC
209990,ANDA,,AMNEAL
209991,ANDA,,DEVA HOLDING AS
209992,ANDA,,DEVA HOLDING AS
209993,ANDA,,QINGDAO BAHEAL PHARM
209995,ANDA,,EUGIA PHARMA
209996,ANDA,,GLENMARK PHARMS LTD
209997,ANDA,,FRESENIUS KABI USA
209999,ANDA,,BIONPHARMA
210000,ANDA,,BIONPHARMA
210001,ANDA,,BIONPHARMA
210002,ANDA,,INDOCO REMEDIES
210004,ANDA,,TARO
210010,ANDA,,STRIDES PHARMA
210011,ANDA,,STRIDES PHARMA
210012,ANDA,,ZYDUS PHARMS
210013,ANDA,,MICRO LABS
210014,ANDA,,YICHANG HUMANWELL
210015,ANDA,,YICHANG HUMANWELL
210016,ANDA,,GE HEALTHCARE
210017,ANDA,,JUBILANT CADISTA
210018,ANDA,,TEVA PHARMS USA
210019,ANDA,,TEVA PHARMS USA
210021,ANDA,,CADILA PHARMS LTD
210022,ANDA,,CADILA PHARMS LTD
210025,ANDA,,ENDO OPERATIONS
210026,ANDA,,AUROBINDO PHARMA LTD
210027,ANDA,,ENDO OPERATIONS
210028,ANDA,,ZYDUS PHARMS
210030,ANDA,,HETERO LABS LTD V
210031,ANDA,,SHUANGCHENG
210032,ANDA,,SCIEGEN PHARMS INC
210033,ANDA,,PERRIGO PHARMA INTL
210034,ANDA,,XIROMED
210036,ANDA,,EMCURE PHARMS LTD
210038,ANDA,,XIROMED
210039,ANDA,,AMNEAL
210040,ANDA,,AMNEAL PHARMS
